Duration,Distance,OriginalPace,HeartRate,Cadence,PowerOriginal,CalculatedPace,CalculatedStrideLength,CalculatedAerobicEfficiencyPace,CalculatedAerobicEfficiencyPower,CalculatedEfficiencyIndex
1,13.76318,199.2,153,95,277,199.2,3.17,0.033,1.807,5.02
1,13.76859,184.7,153,91,305,184.7,3.57,0.035,1.988,5.415
1,13.77327,213.7,153,90,248,213.7,3.12,0.031,1.621,4.68
1,13.77801,211.0,152,85,262,211.0,3.35,0.031,1.723,4.74
1,13.783,200.7,152,89,267,200.7,3.36,0.033,1.759,4.983
1,13.78767,213.8,151,85,241,213.8,3.3,0.031,1.59,4.678
1,13.79267,200.4,152,86,292,200.4,3.48,0.033,1.924,4.991
1,13.79772,197.9,152,83,270,197.9,3.65,0.033,1.775,5.053
1,13.8024,213.8,152,85,287,213.8,3.3,0.031,1.884,4.678
1,13.8072,208.2,152,78,271,208.2,3.7,0.032,1.784,4.804
1,13.81236,193.8,152,86,299,193.8,3.6,0.034,1.965,5.161
1,13.81747,195.7,152,93,272,195.7,3.3,0.034,1.788,5.109
1,13.82212,215.1,152,91,292,215.1,3.06,0.031,1.916,4.648
1,13.82721,196.5,152,90,278,196.5,3.39,0.033,1.82,5.089
1,13.83199,209.0,152,90,287,209.0,3.19,0.031,1.884,4.786
1,13.83634,229.9,152,88,267,229.9,2.97,0.029,1.749,4.35
1,13.84199,177.1,153,87,290,177.1,3.89,0.037,1.897,5.645
1,13.8468,207.7,153,85,269,207.7,3.4,0.032,1.764,4.815
1,13.85168,205.1,152,85,275,205.1,3.44,0.032,1.811,4.876
1,13.85668,200.0,153,93,303,200.0,3.23,0.033,1.981,5.0
1,13.86147,208.9,153,94,269,208.9,3.05,0.031,1.755,4.786
1,13.86634,205.0,153,90,257,205.0,3.25,0.032,1.683,4.879
1,13.87129,202.3,153,78,277,202.3,3.8,0.032,1.811,4.944
1,13.87594,215.0,153,85,296,215.0,3.28,0.03,1.938,4.651
1,13.88135,185.0,153,89,309,185.0,3.64,0.035,2.025,5.406
1,13.88663,189.3,153,86,308,189.3,3.68,0.035,2.015,5.282
1,13.89144,208.0,153,84,303,208.0,3.43,0.031,1.986,4.809
1,13.896,219.0,153,85,258,219.0,3.22,0.03,1.687,4.566
1,13.90075,210.8,153,86,267,210.8,3.31,0.031,1.745,4.744
1,13.90603,189.3,154,82,304,189.3,3.87,0.034,1.978,5.284
1,13.91077,210.8,154,88,266,210.8,3.23,0.031,1.73,4.744
1,13.9156,207.2,154,89,284,207.2,3.25,0.031,1.843,4.825
1,13.92091,188.2,153,83,268,188.2,3.84,0.035,1.749,5.313
1,13.92567,210.0,153,88,265,210.0,3.25,0.031,1.735,4.763
1,13.93044,209.7,153,89,276,209.7,3.22,0.031,1.797,4.769
1,13.93522,209.2,153,90,271,209.2,3.19,0.031,1.772,4.78
1,13.94037,194.5,153,80,247,194.5,3.86,0.034,1.612,5.142
1,13.94505,213.7,153,88,261,213.7,3.19,0.031,1.709,4.679
1,13.95012,197.2,153,93,273,197.2,3.27,0.033,1.786,5.07
1,13.95537,190.5,153,89,305,190.5,3.54,0.034,1.997,5.251
1,13.96026,204.3,153,87,285,204.3,3.38,0.032,1.856,4.895
1,13.96526,200.1,153,87,288,200.1,3.45,0.033,1.885,4.997
1,13.96998,211.9,153,82,262,211.9,3.45,0.031,1.708,4.719
1,13.97519,191.7,154,87,283,191.7,3.6,0.034,1.843,5.216
1,13.97989,212.8,154,83,290,212.8,3.4,0.031,1.889,4.699
1,13.98502,194.9,154,91,280,194.9,3.38,0.033,1.821,5.13
1,13.98965,215.9,153,89,274,215.9,3.12,0.03,1.791,4.632
1,13.99472,197.3,153,86,264,197.3,3.54,0.033,1.728,5.069
1,13.99978,197.8,153,81,277,197.8,3.75,0.033,1.818,5.056
1,14.00476,200.8,153,85,263,200.8,3.51,0.033,1.725,4.979
1,14.01017,184.7,153,89,274,184.7,3.65,0.035,1.798,5.413
1,14.01512,201.9,153,88,293,201.9,3.38,0.032,1.92,4.952
1,14.02002,204.2,152,84,260,204.2,3.5,0.032,1.705,4.897
1,14.02474,212.1,153,90,257,212.1,3.14,0.031,1.685,4.714
1,14.02992,192.9,153,88,277,192.9,3.53,0.034,1.813,5.183
1,14.03478,205.9,152,90,264,205.9,3.24,0.032,1.736,4.857
1,14.03929,221.5,152,83,256,221.5,3.26,0.03,1.69,4.515
1,14.04395,214.8,151,84,270,214.8,3.33,0.031,1.785,4.656
1,14.0491,194.1,152,86,272,194.1,3.59,0.034,1.794,5.152
1,14.05425,194.1,151,90,285,194.1,3.43,0.034,1.888,5.152
1,14.05907,207.5,150,87,268,207.5,3.32,0.032,1.782,4.818
1,14.0637,216.0,150,86,255,216.0,3.23,0.031,1.705,4.631
1,14.06841,212.2,150,82,268,212.2,3.45,0.031,1.789,4.712
1,14.07329,204.8,150,81,285,204.8,3.62,0.033,1.903,4.882
1,14.07757,233.6,150,88,256,233.6,2.92,0.029,1.709,4.28
1,14.0826,198.9,149,94,289,198.9,3.21,0.034,1.932,5.028
1,14.08716,219.3,149,88,253,219.3,3.11,0.031,1.695,4.561
1,14.09205,204.5,150,84,273,204.5,3.49,0.033,1.825,4.89
1,14.09734,189.1,150,82,300,189.1,3.87,0.035,2.003,5.288
1,14.10275,184.7,150,83,254,184.7,3.91,0.036,1.686,5.413
1,14.10811,186.7,150,88,301,186.7,3.65,0.036,2.002,5.356
1,14.11311,199.8,151,93,289,199.8,3.23,0.033,1.916,5.006
1,14.11802,203.7,150,90,268,203.7,3.27,0.033,1.779,4.909
1,14.12304,199.3,151,79,279,199.3,3.81,0.033,1.852,5.019
1,14.12836,188.1,152,81,278,188.1,3.94,0.035,1.834,5.315
1,14.13339,198.5,152,94,275,198.5,3.22,0.033,1.814,5.038
1,14.13835,202.0,152,85,281,202.0,3.49,0.033,1.85,4.951
1,14.1432,206.1,152,77,261,206.1,3.78,0.032,1.717,4.853
1,14.1477,222.3,152,88,271,222.3,3.07,0.03,1.789,4.498
1,14.1527,199.9,152,88,308,199.9,3.41,0.033,2.03,5.003
1,14.15779,196.3,152,91,274,196.3,3.36,0.033,1.796,5.095
1,14.16272,202.9,152,82,283,202.9,3.61,0.032,1.859,4.929
1,14.16796,191.1,153,88,269,191.1,3.57,0.034,1.761,5.233
1,14.1734,183.6,153,81,295,183.6,4.03,0.036,1.93,5.447
1,14.17863,191.4,152,94,297,191.4,3.34,0.034,1.954,5.225
1,14.18369,197.5,153,93,276,197.5,3.27,0.033,1.804,5.064
1,14.18864,202.2,153,86,281,202.2,3.45,0.032,1.837,4.946
1,14.19318,220.3,153,85,256,220.3,3.2,0.03,1.676,4.539
1,14.19767,222.8,153,89,275,222.8,3.03,0.029,1.799,4.488
1,14.20247,208.3,153,86,270,208.3,3.35,0.031,1.769,4.802
1,14.20716,213.3,153,89,244,213.3,3.16,0.031,1.594,4.688
1,14.21226,196.1,153,90,291,196.1,3.4,0.033,1.901,5.1
1,14.21765,185.5,152,84,284,185.5,3.85,0.035,1.866,5.39
1,14.22202,228.7,152,90,228,228.7,2.91,0.029,1.495,4.372
1,14.22681,208.7,152,85,264,208.7,3.38,0.031,1.738,4.792
1,14.23151,212.9,153,92,259,212.9,3.06,0.031,1.699,4.697
1,14.23623,211.8,152,85,247,211.8,3.33,0.031,1.619,4.722
1,14.24113,204.0,152,88,253,204.0,3.34,0.032,1.667,4.901
1,14.24606,202.7,151,100,260,202.7,2.96,0.033,1.718,4.934
1,14.25109,199.2,152,86,266,199.2,3.5,0.033,1.756,5.021
1,14.25561,221.1,152,87,274,221.1,3.12,0.03,1.805,4.522
1,14.26077,193.5,152,83,306,193.5,3.74,0.034,2.019,5.167
1,14.26569,203.3,151,89,254,203.3,3.32,0.032,1.674,4.919
1,14.2708,195.8,151,88,285,195.8,3.48,0.034,1.886,5.107
1,14.27583,198.9,152,80,239,198.9,3.77,0.033,1.578,5.027
1,14.28044,216.7,151,84,263,216.7,3.3,0.03,1.739,4.615
1,14.2861,176.8,152,82,311,176.8,4.14,0.037,2.049,5.655
1,14.29117,197.3,152,89,292,197.3,3.42,0.033,1.921,5.069
1,14.29628,195.6,152,89,306,195.6,3.45,0.034,2.015,5.112
1,14.30091,216.1,153,81,244,216.1,3.43,0.03,1.602,4.628
1,14.30521,232.1,152,88,239,232.1,2.94,0.028,1.568,4.308
1,14.31051,188.9,152,92,281,188.9,3.45,0.035,1.844,5.294
1,14.31539,204.7,152,87,259,204.7,3.37,0.032,1.704,4.885
1,14.32026,205.2,152,86,270,205.2,3.4,0.032,1.774,4.872
1,14.32553,189.9,153,91,293,189.9,3.47,0.035,1.921,5.266
1,14.33066,195.1,153,83,267,195.1,3.71,0.034,1.748,5.127
1,14.33463,251.9,152,90,219,251.9,2.65,0.026,1.439,3.969
1,14.33978,194.2,152,86,277,194.2,3.59,0.034,1.817,5.149
1,14.34489,195.4,151,83,273,195.4,3.7,0.034,1.803,5.117
1,14.34973,206.9,152,94,277,206.9,3.09,0.032,1.823,4.834
1,14.35488,194.2,152,85,314,194.2,3.64,0.034,2.063,5.15
1,14.35903,240.9,153,92,229,240.9,2.71,0.027,1.495,4.152
1,14.36338,229.9,153,83,265,229.9,3.14,0.028,1.734,4.35
1,14.36823,206.3,153,85,265,206.3,3.42,0.032,1.737,4.847
1,14.37351,189.3,153,88,295,189.3,3.6,0.035,1.93,5.283
1,14.37858,197.2,152,88,279,197.2,3.46,0.033,1.829,5.071
1,14.38301,225.5,153,92,248,225.5,2.89,0.029,1.625,4.434
1,14.388,200.6,153,85,272,200.6,3.52,0.033,1.777,4.985
1,14.39258,218.2,152,89,271,218.2,3.09,0.03,1.78,4.583
1,14.39793,187.0,152,87,285,187.0,3.69,0.035,1.874,5.347
1,14.4027,209.7,152,83,277,209.7,3.45,0.031,1.826,4.769
1,14.40731,217.0,152,84,275,217.0,3.29,0.03,1.812,4.607
1,14.41219,204.7,152,96,273,204.7,3.05,0.032,1.798,4.886
1,14.41708,204.7,152,82,301,204.7,3.58,0.032,1.984,4.886
1,14.42201,202.8,152,85,289,202.8,3.48,0.032,1.9,4.932
1,14.42667,214.8,152,89,247,214.8,3.14,0.031,1.629,4.655
1,14.43136,212.9,151,93,268,212.9,3.03,0.031,1.775,4.696
1,14.43636,200.3,150,86,277,200.3,3.48,0.033,1.844,4.993
1,14.44095,217.5,151,89,274,217.5,3.1,0.031,1.817,4.598
1,14.44583,205.2,151,88,271,205.2,3.32,0.032,1.801,4.873
1,14.45061,209.2,150,77,245,209.2,3.72,0.032,1.631,4.78
1,14.45505,225.2,150,89,282,225.2,2.99,0.03,1.877,4.44
1,14.45961,219.0,150,87,249,219.0,3.15,0.03,1.655,4.566
1,14.46434,211.6,151,88,274,211.6,3.22,0.031,1.821,4.725
1,14.46915,208.0,150,82,285,208.0,3.52,0.032,1.895,4.808
1,14.47385,212.7,151,86,261,212.7,3.28,0.031,1.731,4.701
1,14.4784,219.7,151,83,245,219.7,3.29,0.03,1.62,4.551
1,14.48305,215.0,151,81,294,215.0,3.44,0.031,1.941,4.65
1,14.48786,207.9,151,89,266,207.9,3.24,0.032,1.763,4.81
1,14.49341,180.1,151,94,270,180.1,3.54,0.037,1.793,5.553
1,14.4981,213.1,151,87,262,213.1,3.24,0.031,1.738,4.693
1,14.50286,210.4,150,82,252,210.4,3.48,0.032,1.676,4.753
1,14.50756,212.7,149,88,257,212.7,3.21,0.032,1.725,4.701
1,14.51206,221.9,149,82,291,221.9,3.3,0.03,1.947,4.506
1,14.51673,214.2,149,90,254,214.2,3.11,0.031,1.701,4.669
1,14.52193,192.2,149,91,287,192.2,3.43,0.035,1.929,5.202
1,14.52646,221.1,149,86,230,221.1,3.15,0.03,1.543,4.522
1,14.53131,206.2,150,82,251,206.2,3.55,0.032,1.676,4.85
1,14.53633,199.3,149,95,281,199.3,3.17,0.034,1.882,5.019
1,14.54095,216.3,149,96,278,216.3,2.89,0.031,1.869,4.623
1,14.54614,192.5,149,85,285,192.5,3.67,0.035,1.917,5.196
1,14.5514,190.1,148,92,285,190.1,3.43,0.035,1.922,5.26
1,14.55587,223.8,149,80,249,223.8,3.35,0.03,1.676,4.469
1,14.56083,201.9,149,88,275,201.9,3.38,0.033,1.851,4.954
1,14.56565,207.3,149,86,263,207.3,3.37,0.032,1.765,4.825
1,14.57038,211.3,149,91,287,211.3,3.12,0.032,1.921,4.731
1,14.57526,204.8,149,82,276,204.8,3.57,0.033,1.849,4.883
1,14.57942,240.8,149,90,250,240.8,2.77,0.028,1.673,4.154
1,14.58418,210.2,149,84,251,210.2,3.4,0.032,1.689,4.757
1,14.58835,239.4,148,92,262,239.4,2.72,0.028,1.762,4.178
1,14.59325,204.0,148,87,288,204.0,3.38,0.033,1.942,4.902
1,14.59848,191.5,148,88,294,191.5,3.56,0.035,1.984,5.223
1,14.60275,234.1,148,85,237,234.1,3.02,0.029,1.604,4.271
1,14.60731,219.4,147,89,251,219.4,3.07,0.031,1.703,4.558
1,14.61279,182.4,147,82,285,182.4,4.01,0.037,1.937,5.483
1,14.61773,202.4,147,79,254,202.4,3.75,0.034,1.731,4.941
1,14.62272,200.6,147,86,260,200.6,3.48,0.034,1.77,4.985
1,14.62774,198.9,148,87,262,198.9,3.47,0.034,1.778,5.028
1,14.63278,198.7,148,85,280,198.7,3.55,0.034,1.896,5.031
1,14.63798,192.3,148,88,275,192.3,3.55,0.035,1.862,5.201
1,14.64301,198.8,148,96,303,198.8,3.14,0.034,2.045,5.03
1,14.64781,208.1,149,84,278,208.1,3.43,0.032,1.87,4.806
1,14.65332,181.6,148,83,297,181.6,3.98,0.037,1.999,5.506
1,14.65823,203.6,149,87,287,203.6,3.39,0.033,1.929,4.911
1,14.66362,185.6,149,88,270,185.6,3.67,0.036,1.81,5.389
1,14.66797,229.8,149,85,249,229.8,3.07,0.029,1.668,4.352
1,14.67328,188.4,150,89,263,188.4,3.58,0.035,1.756,5.307
1,14.67858,188.7,150,87,274,188.7,3.66,0.035,1.824,5.301
1,14.68369,195.7,150,84,308,195.7,3.65,0.034,2.05,5.11
1,14.68865,201.6,151,90,270,201.6,3.31,0.033,1.794,4.961
1,14.69391,190.2,150,88,265,190.2,3.58,0.035,1.764,5.257
1,14.6988,204.4,151,92,284,204.4,3.19,0.032,1.882,4.892
1,14.70339,217.9,150,86,256,217.9,3.2,0.031,1.703,4.59
1,14.7089,181.6,150,84,287,181.6,3.93,0.037,1.909,5.506
1,14.71332,226.2,150,88,257,226.2,3.01,0.029,1.71,4.422
1,14.71817,206.0,151,94,287,206.0,3.1,0.032,1.908,4.855
1,14.72262,224.9,151,88,267,224.9,3.03,0.03,1.771,4.446
1,14.7269,233.7,150,88,267,233.7,2.92,0.029,1.779,4.28
1,14.73109,238.5,150,83,232,238.5,3.03,0.028,1.542,4.193
1,14.73608,200.4,151,91,288,200.4,3.29,0.033,1.912,4.99
1,14.74136,189.3,151,95,313,189.3,3.34,0.035,2.082,5.283
1,14.74558,237.3,151,87,235,237.3,2.91,0.028,1.562,4.214
1,14.74958,250.1,151,88,248,250.1,2.73,0.027,1.65,3.998
1,14.7548,191.4,150,82,284,191.4,3.82,0.035,1.888,5.225
1,14.75959,209.0,151,89,265,209.0,3.23,0.032,1.753,4.785
1,14.76413,219.9,151,85,262,219.9,3.21,0.03,1.736,4.548
1,14.76931,193.1,151,87,276,193.1,3.57,0.034,1.827,5.178
1,14.77419,205.1,151,84,263,205.1,3.48,0.032,1.741,4.876
1,14.77893,210.9,151,85,271,210.9,3.35,0.031,1.791,4.741
1,14.78419,189.9,152,84,279,189.9,3.76,0.035,1.842,5.266
1,14.78913,202.5,152,81,234,202.5,3.66,0.033,1.544,4.939
1,14.79354,227.0,152,85,237,227.0,3.11,0.029,1.559,4.405
1,14.79816,216.4,152,83,268,216.4,3.34,0.03,1.761,4.621
1,14.80383,176.3,152,85,277,176.3,4.0,0.037,1.824,5.673
1,14.80856,211.3,152,84,248,211.3,3.38,0.031,1.628,4.733
1,14.81398,184.8,153,86,277,184.8,3.77,0.035,1.814,5.411
1,14.81837,227.4,153,87,254,227.4,3.03,0.029,1.667,4.397
1,14.82372,187.1,153,85,260,187.1,3.77,0.035,1.702,5.346
1,14.82835,216.1,153,90,250,216.1,3.08,0.03,1.633,4.627
1,14.83253,239.3,153,84,249,239.3,2.99,0.027,1.634,4.179
1,14.83728,210.3,152,92,247,210.3,3.1,0.031,1.625,4.754
1,14.84258,188.5,152,88,279,188.5,3.62,0.035,1.834,5.304
1,14.84693,230.2,152,89,254,230.2,2.93,0.029,1.669,4.344
1,14.85262,175.7,152,89,321,175.7,3.84,0.037,2.105,5.691
1,14.85721,218.0,152,88,282,218.0,3.13,0.03,1.847,4.587
1,14.8622,200.4,153,88,255,200.4,3.4,0.033,1.671,4.99
1,14.86732,195.1,152,91,263,195.1,3.38,0.034,1.73,5.127
1,14.87314,171.9,152,92,281,171.9,3.79,0.038,1.851,5.818
1,14.87811,201.3,151,85,267,201.3,3.51,0.033,1.764,4.969
1,14.88298,205.3,151,87,236,205.3,3.36,0.032,1.56,4.871
1,14.88825,189.8,152,79,289,189.8,4.0,0.035,1.902,5.27
1,14.89298,211.4,152,80,278,211.4,3.55,0.031,1.828,4.731
1,14.89735,228.8,151,86,244,228.8,3.05,0.029,1.616,4.371
1,14.90225,204.2,151,94,312,204.2,3.13,0.032,2.067,4.897
1,14.90683,218.1,151,83,256,218.1,3.32,0.03,1.691,4.586
1,14.91168,206.4,151,94,261,206.4,3.09,0.032,1.73,4.845
1,14.91654,205.7,151,90,274,205.7,3.24,0.032,1.81,4.863
1,14.92156,199.5,151,91,260,199.5,3.31,0.033,1.715,5.013
1,14.92631,210.3,152,86,261,210.3,3.32,0.031,1.721,4.756
1,14.93104,211.6,152,92,257,211.6,3.08,0.031,1.695,4.727
1,14.9358,210.1,151,86,268,210.1,3.32,0.032,1.774,4.759
1,14.94045,214.7,151,85,250,214.7,3.29,0.031,1.66,4.657
1,14.94529,206.8,151,85,268,206.8,3.41,0.032,1.778,4.836
1,14.95041,195.4,151,85,287,195.4,3.61,0.034,1.903,5.119
1,14.95571,188.7,151,90,296,188.7,3.53,0.035,1.959,5.3
1,14.96104,187.4,152,90,291,187.4,3.56,0.035,1.921,5.335
1,14.96565,217.0,151,87,246,217.0,3.18,0.031,1.629,4.608
1,14.97021,219.3,151,79,256,219.3,3.46,0.03,1.69,4.559
1,14.97457,229.1,151,92,257,229.1,2.85,0.029,1.705,4.364
1,14.97898,226.9,151,89,255,226.9,2.97,0.029,1.689,4.408
1,14.98401,198.9,151,97,278,198.9,3.11,0.033,1.839,5.027
1,14.98857,219.1,151,84,263,219.1,3.26,0.03,1.745,4.564
1,14.99401,184.0,151,90,290,184.0,3.62,0.036,1.925,5.436
1,14.99847,224.2,151,86,223,224.2,3.11,0.029,1.477,4.46
1,15.00371,190.9,151,88,251,190.9,3.57,0.035,1.663,5.238
1,15.00855,206.7,151,87,284,206.7,3.34,0.032,1.875,4.839
1,15.01302,223.7,151,78,252,223.7,3.44,0.03,1.666,4.47
1,15.0178,209.0,151,87,256,209.0,3.3,0.032,1.693,4.784
1,15.02245,214.9,151,79,266,214.9,3.53,0.031,1.761,4.654
1,15.02731,206.1,151,90,249,206.1,3.23,0.032,1.646,4.851
1,15.03206,210.2,151,85,280,210.2,3.36,0.032,1.852,4.758
1,15.03627,237.8,151,85,239,237.8,2.97,0.028,1.58,4.205
1,15.04118,203.6,151,86,251,203.6,3.43,0.033,1.665,4.913
1,15.04588,212.9,150,86,260,212.9,3.28,0.031,1.733,4.698
1,15.05066,209.3,150,88,262,209.3,3.26,0.032,1.751,4.777
1,15.05533,213.8,150,85,266,213.8,3.3,0.031,1.774,4.678
1,15.06071,186.1,150,91,291,186.1,3.54,0.036,1.938,5.373
1,15.06566,201.8,151,81,276,201.8,3.67,0.033,1.831,4.956
1,15.07028,216.8,151,90,263,216.8,3.08,0.03,1.739,4.613
1,15.0749,216.3,151,89,273,216.3,3.12,0.031,1.805,4.622
1,15.07959,213.0,151,88,273,213.0,3.2,0.031,1.804,4.694
1,15.08404,224.6,152,82,256,224.6,3.26,0.029,1.687,4.452
1,15.08887,207.3,151,83,266,207.3,3.49,0.032,1.755,4.825
1,15.09351,215.6,151,94,240,215.6,2.96,0.031,1.588,4.638
1,15.09842,203.4,151,89,253,203.4,3.31,0.033,1.677,4.917
1,15.10295,221.1,152,79,265,221.1,3.43,0.03,1.747,4.522
1,15.10785,203.8,152,83,270,203.8,3.55,0.032,1.78,4.907
1,15.11277,203.2,151,91,256,203.2,3.24,0.032,1.689,4.92
1,15.11739,216.6,151,85,249,216.6,3.26,0.031,1.65,4.616
1,15.12218,208.8,151,88,255,208.8,3.27,0.032,1.687,4.79
1,15.12696,209.1,152,75,244,209.1,3.83,0.032,1.611,4.782
1,15.13194,201.0,152,93,284,201.0,3.21,0.033,1.874,4.975
1,15.1371,193.7,152,100,269,193.7,3.1,0.034,1.769,5.163
1,15.14184,210.7,151,88,280,210.7,3.24,0.031,1.849,4.745
1,15.14684,200.3,152,83,282,200.3,3.61,0.033,1.863,4.992
1,15.1515,214.5,152,83,252,214.5,3.37,0.031,1.664,4.663
1,15.15651,199.6,152,86,281,199.6,3.5,0.033,1.855,5.011
1,15.16179,189.4,151,88,280,189.4,3.6,0.035,1.854,5.28
1,15.16683,198.4,151,90,278,198.4,3.36,0.033,1.839,5.041
1,15.17204,191.8,151,81,281,191.8,3.86,0.035,1.87,5.214
1,15.17633,233.3,151,85,241,233.3,3.03,0.028,1.599,4.287
1,15.18106,211.3,151,96,274,211.3,2.96,0.031,1.82,4.732
1,15.18636,188.9,151,85,294,188.9,3.74,0.035,1.948,5.295
1,15.19114,209.2,151,88,278,209.2,3.26,0.032,1.843,4.781
1,15.19579,215.2,151,85,253,215.2,3.28,0.031,1.675,4.648
1,15.20099,192.3,151,81,273,192.3,3.85,0.034,1.806,5.199
1,15.20589,203.8,151,89,271,203.8,3.31,0.032,1.788,4.908
1,15.2112,188.3,152,90,282,188.3,3.54,0.035,1.862,5.31
1,15.21662,184.8,152,83,285,184.8,3.91,0.036,1.877,5.412
1,15.22148,205.4,151,80,264,205.4,3.65,0.032,1.746,4.868
1,15.22622,211.3,151,89,271,211.3,3.19,0.031,1.8,4.733
1,15.23134,195.3,151,87,317,195.3,3.53,0.034,2.104,5.121
1,15.23659,190.5,151,85,292,190.5,3.71,0.035,1.937,5.25
1,15.2413,212.2,151,93,244,212.2,3.04,0.031,1.618,4.712
1,15.24655,190.3,151,94,281,190.3,3.35,0.035,1.854,5.256
1,15.25167,195.7,152,84,277,195.7,3.65,0.034,1.827,5.111
1,15.25641,210.8,152,74,251,210.8,3.85,0.031,1.658,4.744
1,15.2614,200.2,152,88,258,200.2,3.41,0.033,1.697,4.995
1,15.26623,207.4,152,95,250,207.4,3.05,0.032,1.642,4.822
1,15.2714,193.1,152,85,284,193.1,3.65,0.034,1.862,5.177
1,15.27578,228.5,152,79,243,228.5,3.32,0.029,1.594,4.377
1,15.28078,199.9,152,88,281,199.9,3.41,0.033,1.846,5.004
1,15.2851,231.6,152,83,236,231.6,3.12,0.028,1.551,4.318
1,15.28954,225.6,152,85,281,225.6,3.13,0.029,1.85,4.433
1,15.29408,219.8,151,87,265,219.8,3.14,0.03,1.749,4.549
1,15.29907,200.5,151,94,272,200.5,3.18,0.033,1.798,4.987
1,15.30334,234.6,151,86,237,234.6,2.97,0.028,1.574,4.263
1,15.30775,226.6,151,88,217,226.6,3.01,0.029,1.436,4.413
1,15.31253,209.1,151,84,259,209.1,3.42,0.032,1.716,4.782
1,15.31751,200.8,152,80,254,200.8,3.74,0.033,1.673,4.981
1,15.32255,198.4,152,88,271,198.4,3.44,0.033,1.79,5.039
1,15.32767,195.2,152,84,295,195.2,3.66,0.034,1.945,5.122
1,15.33307,185.4,152,92,303,185.4,3.52,0.035,1.991,5.394
1,15.33771,215.3,153,86,283,215.3,3.24,0.03,1.853,4.645
1,15.3424,213.4,153,83,272,213.4,3.39,0.031,1.784,4.686
1,15.34742,199.2,153,90,316,199.2,3.35,0.033,2.066,5.019
1,15.35201,217.9,152,92,238,217.9,2.99,0.03,1.562,4.589
1,15.35732,188.1,153,85,282,188.1,3.75,0.035,1.847,5.316
1,15.36161,233.1,153,88,260,233.1,2.92,0.028,1.697,4.29
1,15.36632,212.3,152,91,258,212.3,3.11,0.031,1.692,4.71
1,15.37039,245.9,152,83,232,245.9,2.94,0.027,1.518,4.066
1,15.37547,196.9,153,87,302,196.9,3.5,0.033,1.978,5.078
1,15.37992,224.4,152,91,245,224.4,2.94,0.029,1.609,4.456
1,15.38494,199.2,151,82,272,199.2,3.67,0.033,1.801,5.019
1,15.38982,205.0,152,93,279,205.0,3.15,0.032,1.835,4.878
1,15.39506,190.8,152,96,281,190.8,3.28,0.035,1.848,5.242
1,15.4001,198.3,152,93,275,198.3,3.25,0.033,1.812,5.043
1,15.40514,198.7,151,90,300,198.7,3.36,0.033,1.987,5.034
1,15.41072,179.0,152,88,304,179.0,3.81,0.037,2.001,5.585
1,15.41592,192.3,152,98,305,192.3,3.18,0.034,2.003,5.2
1,15.42077,206.1,152,85,269,206.1,3.42,0.032,1.764,4.851
1,15.426,191.2,153,81,298,191.2,3.87,0.034,1.955,5.231
1,15.43111,195.7,153,89,260,195.7,3.44,0.033,1.704,5.109
1,15.43636,190.6,153,85,289,190.6,3.7,0.034,1.887,5.247
1,15.44147,195.7,153,96,309,195.7,3.19,0.033,2.015,5.111
1,15.44641,202.3,153,89,258,202.3,3.33,0.032,1.683,4.943
1,15.45074,231.3,153,84,256,231.3,3.09,0.028,1.67,4.323
1,15.45573,200.4,153,89,257,200.4,3.36,0.033,1.679,4.991
1,15.46049,210.1,153,81,247,210.1,3.52,0.031,1.615,4.759
1,15.46511,216.6,153,90,263,216.6,3.08,0.03,1.721,4.617
1,15.47013,198.9,152,91,268,198.9,3.32,0.033,1.768,5.028
1,15.47485,211.9,151,92,274,211.9,3.08,0.031,1.814,4.719
1,15.47984,200.6,152,84,266,200.6,3.56,0.033,1.75,4.985
1,15.48492,196.6,152,89,284,196.6,3.43,0.033,1.868,5.087
1,15.48954,216.9,152,93,279,216.9,2.98,0.03,1.835,4.611
1,15.4949,186.5,153,91,293,186.5,3.54,0.035,1.919,5.362
1,15.49952,216.2,152,87,273,216.2,3.19,0.03,1.797,4.625
1,15.50413,217.2,151,85,262,217.2,3.25,0.03,1.728,4.604
1,15.50872,217.7,152,95,232,217.7,2.9,0.03,1.531,4.594
1,15.5136,205.0,152,85,271,205.0,3.44,0.032,1.791,4.878
1,15.51812,221.4,151,94,274,221.4,2.88,0.03,1.815,4.517
1,15.52323,195.4,151,95,288,195.4,3.23,0.034,1.905,5.118
1,15.52778,220.1,151,87,269,220.1,3.13,0.03,1.779,4.544
1,15.53256,209.3,150,83,262,209.3,3.45,0.032,1.74,4.778
1,15.53766,196.1,150,87,281,196.1,3.52,0.034,1.877,5.099
1,15.54239,211.1,149,85,273,211.1,3.34,0.032,1.825,4.736
1,15.54699,217.5,150,96,264,217.5,2.87,0.031,1.768,4.597
1,15.55211,195.3,150,84,270,195.3,3.66,0.034,1.807,5.119
1,15.55649,228.1,149,89,233,228.1,2.96,0.029,1.564,4.384
1,15.5613,208.1,149,90,261,208.1,3.2,0.032,1.749,4.805
1,15.56624,202.3,150,85,262,202.3,3.49,0.033,1.75,4.943
1,15.571,210.2,149,89,303,210.2,3.21,0.032,2.038,4.757
1,15.57636,186.4,149,92,321,186.4,3.5,0.036,2.154,5.366
1,15.58136,200.0,148,93,262,200.0,3.23,0.034,1.767,5.0
1,15.58658,191.7,149,90,312,191.7,3.48,0.035,2.097,5.216
